Pruning Progress,Clean Data Accuracy,Poisoned Data ASR
0.0,98.62042088854248,100.0
0.016666666666666666,98.62042088854248,100.0
0.03333333333333333,98.62042088854248,100.0
0.05,98.62042088854248,100.0
0.06666666666666667,98.62042088854248,100.0
0.08333333333333333,98.62042088854248,100.0
0.1,98.62042088854248,100.0
0.11666666666666667,98.62042088854248,100.0
0.13333333333333333,98.62042088854248,100.0
0.15,98.62042088854248,100.0
0.16666666666666666,98.62042088854248,100.0
0.18333333333333332,98.62042088854248,100.0
0.2,98.62042088854248,100.0
0.21666666666666667,98.62042088854248,100.0
0.23333333333333334,98.62042088854248,100.0
0.25,98.62042088854248,100.0
0.26666666666666666,98.62042088854248,100.0
0.2833333333333333,98.62042088854248,100.0
0.3,98.62042088854248,100.0
0.31666666666666665,98.62042088854248,100.0
0.3333333333333333,98.62042088854248,100.0
0.35,98.62042088854248,100.0
0.36666666666666664,98.62042088854248,100.0
0.38333333333333336,98.62042088854248,100.0
0.4,98.62042088854248,100.0
0.4166666666666667,98.62042088854248,100.0
0.43333333333333335,98.62042088854248,100.0
0.45,98.62042088854248,100.0
0.4666666666666667,98.62042088854248,100.0
0.48333333333333334,98.62042088854248,100.0
0.5,98.62042088854248,100.0
0.5166666666666667,98.62042088854248,100.0
0.5333333333333333,98.62042088854248,100.0
0.55,98.61262665627436,100.0
0.5666666666666667,98.60483242400623,100.0
0.5833333333333334,98.59703819173812,100.0
0.6,98.59703819173812,100.0
0.6166666666666667,98.57365549493376,100.0
0.6333333333333333,98.52689010132501,100.0
0.65,98.44115354637569,100.0
0.6666666666666666,98.4099766173032,100.0
0.6833333333333333,98.11379579111458,100.0
0.7,97.74746687451285,100.0
0.7166666666666667,97.50584567420108,100.0
0.7333333333333333,95.74434918160561,100.0
0.75,95.34684333593141,99.9913397419243
0.7666666666666667,94.90257209664848,99.9913397419243
0.7833333333333333,92.1278254091972,99.9913397419243
0.8,91.57443491816056,99.9913397419243
0.8166666666666667,91.13016367887764,99.98267948384861
0.8333333333333334,89.68043647700702,80.7309257815883
0.85,84.34918160561185,76.99835455096562
0.8666666666666667,76.14964925954794,35.68892352992119
0.8833333333333333,54.66874512860483,6.954187234779596
0.9,27.069368667186282,0.4243526457088421
0.9166666666666666,13.725643024162121,0.0
0.9333333333333333,6.562743569758379,0.0
0.95,1.5198752922837102,0.0
0.9666666666666667,0.646921278254092,0.0
0.9833333333333333,0.0701480904130943,0.0
